id,user_id,amount,transaction_time,description,merchant_name,is_installment,installment_months,is_interest_free,status,is_overseas,category,payment_channel
1,883159200699827248,8200,2026-01-01 08:10:05,카페 및 디저트 결제,파리바게뜨,False,0,False,APPROVED,False,식비,ONLINE
2,353379366894589181,18700,2026-01-01 08:17:49,주유 및 차량 유지,현대오일뱅크,False,0,False,APPROVED,False,교통,OFFLINE
3,401430167112299609,7100,2026-01-01 08:23:15,카페 및 디저트 결제,파리바게뜨,False,0,False,APPROVED,False,식비,OFFLINE
4,244642384159753329,1800,2026-01-01 08:27:16,카페 및 디저트 결제,스타벅스,False,0,False,APPROVED,False,식비,OFFLINE
5,647076310591964319,8500,2026-01-01 08:34:55,외식/배달 결제,동남구 초밥집,False,0,False,APPROVED,False,식비,OFFLINE
6,744500592147719184,23600,2026-01-01 08:46:36,대중교통/택시 이용,카카오T,False,0,False,APPROVED,False,교통,OFFLINE
7,87324223245747331,22300,2026-01-01 08:55:12,주유 및 차량 유지,GS칼텍스,False,0,False,APPROVED,False,교통,OFFLINE
8,874463347996927178,3600,2026-01-01 08:58:01,외식/배달 결제,흥덕구 동네한식당,False,0,False,APPROVED,False,식비,OFFLINE
9,1054495863268172964,3100,2026-01-01 09:14:21,주유 및 차량 유지,GS칼텍스,False,0,False,APPROVED,False,교통,ONLINE
10,158830385952949410,2100,2026-01-01 09:38:05,약국 결제,서울-송파구 동네약국,False,0,False,APPROVED,False,의료,OFFLINE
11,383174477556503642,6500,2026-01-01 09:46:01,미용 서비스 결제,서울-마포구 미용실,False,0,False,APPROVED,False,생활,OFFLINE
12,87050146711168076,1000,2026-01-01 09:54:59,철도/버스 이용,고속버스,False,0,False,APPROVED,False,교통,OFFLINE
13,647076310591964319,7000,2026-01-01 10:04:42,생활 서비스 결제,문구점,False,0,False,APPROVED,False,생활,OFFLINE
14,209996173680637119,1000,2026-01-01 10:12:58,생활 서비스 결제,주민센터수수료,False,0,False,APPROVED,False,생활,OFFLINE
15,791816726429770876,60900,2026-01-01 10:40:10,자격증 응시료,자격증응시료,False,0,False,APPROVED,False,교육,OFFLINE
16,485896775267112083,19500,2026-01-01 10:51:47,생활 서비스 결제,반려용품점,False,0,False,APPROVED,False,생활,OFFLINE
17,619687641375867926,18000,2026-01-01 11:28:29,생활 쇼핑 결제,다이소,False,0,False,APPROVED,False,쇼핑,OFFLINE
18,851098909265577107,27600,2026-01-01 11:32:46,생활 쇼핑 결제,롯데백화점,False,0,False,APPROVED,False,쇼핑,ONLINE
19,773389863360013464,26900,2026-01-01 11:47:27,학습비 결제,온라인강의,False,0,False,APPROVED,False,교육,OFFLINE
20,395497058824713291,2900,2026-01-01 11:57:04,경조사비,경조사비,False,0,False,APPROVED,False,사교,OFFLINE
21,786821197271278758,6000,2026-01-01 12:02:46,생활 쇼핑 결제,다이소,False,0,False,APPROVED,False,쇼핑,OFFLINE
22,150821579085984918,4200,2026-01-01 12:04:58,온라인 쇼핑 결제,무신사,False,0,False,APPROVED,False,쇼핑,ONLINE
23,636951565177890013,14300,2026-01-01 12:09:30,외식/배달 결제,서울-서초구 동네한식당,False,0,False,APPROVED,False,식비,OFFLINE
24,1075412142299796536,7800,2026-01-01 12:11:28,경조사비,경조사비,False,0,False,APPROVED,False,사교,OFFLINE
25,1113731030406673630,45000,2026-01-01 12:13:21,온라인 쇼핑 결제,무신사,False,0,False,APPROVED,False,쇼핑,OFFLINE
26,158830385952949410,1500,2026-01-01 12:13:22,생활 서비스 결제,반려용품점,False,0,False,APPROVED,False,생활,OFFLINE
27,995341504845108270,23900,2026-01-01 12:16:23,취미/여가 활동 결제,넷플릭스,False,0,False,APPROVED,False,여가,OFFLINE
28,706279411481482307,17200,2026-01-01 12:20:31,생활 쇼핑 결제,롯데백화점,False,0,False,APPROVED,False,쇼핑,OFFLINE
29,418763747326219317,14800,2026-01-01 12:29:03,선물 결제,카카오선물하기,False,0,False,APPROVED,False,사교,ONLINE
30,995341504845108270,14900,2026-01-01 12:36:32,외식/배달 결제,부산-동래구 가족고깃집,False,0,False,APPROVED,False,식비,OFFLINE
31,569089236515304638,14700,2026-01-01 12:36:37,진료 및 의료비 결제,정형외과,False,0,False,APPROVED,False,의료,OFFLINE
32,248533165112587487,2700,2026-01-01 12:45:58,외식/배달 결제,서울-성북구 초밥집,False,0,False,APPROVED,False,식비,OFFLINE
33,1029479437850694794,4600,2026-01-01 12:49:46,외식/배달 결제,본죽,False,0,False,APPROVED,False,식비,ONLINE
34,628083050317628547,12300,2026-01-01 12:50:39,문화생활 결제,CGV,False,0,False,APPROVED,False,여가,ONLINE
35,886521841153311855,155800,2026-01-01 13:00:30,생활 쇼핑 결제 취소,다이소,False,0,False,CANCELLED,False,쇼핑,ONLINE
36,883159200699827248,14200,2026-01-01 13:05:02,외식/배달 결제,경기-의정부시 분식집,False,0,False,APPROVED,False,식비,OFFLINE
37,401430167112299609,7700,2026-01-01 13:08:37,카페 및 디저트 결제,파리바게뜨,False,0,False,APPROVED,False,식비,OFFLINE
38,930357170844673131,26000,2026-01-01 13:10:00,카페 및 디저트 결제,이디야커피,False,0,False,APPROVED,False,식비,OFFLINE
39,721024237281514711,14100,2026-01-01 13:16:27,외식/배달 결제,BHC치킨,False,0,False,APPROVED,False,식비,OFFLINE
40,1121442468511835237,56300,2026-01-01 13:17:03,온라인 쇼핑 결제,쿠팡,False,0,False,APPROVED,False,쇼핑,OFFLINE
41,508944120536491037,14400,2026-01-01 13:19:20,카페 및 디저트 결제,스타벅스,False,0,False,APPROVED,False,식비,OFFLINE
42,408427187758597136,265200,2026-01-01 13:19:29,과소비-의료비 부담 / 일시불,종합병원,False,0,False,APPROVED,False,의료,OFFLINE
43,569089236515304638,8400,2026-01-01 13:21:01,생활 쇼핑 결제,올리브영,False,0,False,APPROVED,False,쇼핑,OFFLINE
44,1054495863268172964,1800,2026-01-01 13:31:07,생활 서비스 결제,반려용품점,False,0,False,APPROVED,False,생활,OFFLINE
45,724177748404814892,35600,2026-01-01 13:38:50,마트 장보기,홈플러스,False,0,False,APPROVED,False,쇼핑,OFFLINE
46,383174477556503642,4000,2026-01-01 13:44:20,선물 결제,카카오선물하기,False,0,False,APPROVED,False,사교,OFFLINE
47,130382724258886659,6700,2026-01-01 13:46:31,해외 숙박/여행 결제,Booking.com,False,0,False,APPROVED,True,해외,ONLINE
48,1001278145367655624,19000,2026-01-01 13:47:06,외식/배달 결제,BHC치킨,False,0,False,APPROVED,False,식비,OFFLINE
49,689234077477946511,10100,2026-01-01 13:47:24,카페 및 디저트 결제 취소,스타벅스,False,0,False,CANCELLED,False,식비,OFFLINE
50,810787681870275653,31500,2026-01-01 13:58:43,생활 쇼핑 결제,다이소,False,0,False,APPROVED,False,쇼핑,OFFLINE
51,883159200699827248,12400,2026-01-01 14:09:25,온라인 쇼핑 결제,네이버페이,False,0,False,APPROVED,False,쇼핑,ONLINE
52,851098909265577107,22300,2026-01-01 14:21:30,검진 관련 결제,건강검진센터,False,0,False,APPROVED,False,의료,OFFLINE
53,152124173158114306,461400,2026-01-01 14:21:57,과소비-교육/자기계발 과다 / 무이자 12개월 할부,어학원,True,12,True,APPROVED,False,교육,ONLINE
54,573215787516146756,38100,2026-01-01 14:25:17,온라인 쇼핑 결제,쿠팡,False,0,False,APPROVED,False,쇼핑,OFFLINE
55,395497058824713291,1400,2026-01-01 14:33:57,미용 서비스 결제,부산-부산진구 미용실,False,0,False,APPROVED,False,생활,ONLINE
56,874463347996927178,6600,2026-01-01 14:35:19,취미/여가 활동 결제,노래방,False,0,False,APPROVED,False,여가,OFFLINE
57,448988180569396308,61800,2026-01-01 14:54:22,온라인 쇼핑 결제,쿠팡,True,6,False,APPROVED,False,쇼핑,OFFLINE
58,573215787516146756,8600,2026-01-01 15:03:48,마트 장보기,이마트,False,0,False,APPROVED,False,쇼핑,OFFLINE
59,1143050436759647335,28600,2026-01-01 15:12:21,온라인 쇼핑 결제,11번가,False,0,False,APPROVED,False,쇼핑,OFFLINE
60,626965212651861223,82900,2026-01-01 15:23:34,온라인 쇼핑 결제,무신사,False,0,False,APPROVED,False,쇼핑,ONLINE
61,464886395436000380,60100,2026-01-01 15:30:49,도서 구매,YES24,False,0,False,APPROVED,False,교육,OFFLINE
62,569089236515304638,24500,2026-01-01 15:30:49,생활 서비스 결제 취소,문구점,False,0,False,CANCELLED,False,생활,OFFLINE
63,383174477556503642,5400,2026-01-01 15:41:45,학습비 결제,온라인강의,False,0,False,APPROVED,False,교육,ONLINE
64,1029479437850694794,6700,2026-01-01 15:45:03,취미/여가 활동 결제,노래방,False,0,False,APPROVED,False,여가,OFFLINE
65,847411092927849676,49800,2026-01-01 15:46:36,생활 쇼핑 결제 취소,롯데백화점,True,6,True,CANCELLED,False,쇼핑,OFFLINE
66,573215787516146756,26100,2026-01-01 15:49:15,마트 장보기,대구-달성군 동네마트,False,0,False,APPROVED,False,쇼핑,OFFLINE
67,204047650084992060,32700,2026-01-01 16:01:13,마트 장보기,전북-고창군 동네마트,False,0,False,APPROVED,False,쇼핑,OFFLINE
68,919468511204357201,83000,2026-01-01 16:05:18,마트 장보기,홈플러스,False,0,False,APPROVED,False,쇼핑,OFFLINE
69,216951020053456101,33900,2026-01-01 16:10:00,모임/사교 지출,가족외식,False,0,False,APPROVED,False,사교,OFFLINE
70,373984555129304126,14600,2026-01-01 16:12:00,마트 장보기,이마트,False,0,False,APPROVED,False,쇼핑,ONLINE
71,969934412837684282,61200,2026-01-01 16:13:16,도서 구매,YES24,False,0,False,APPROVED,False,교육,ONLINE
72,464886395436000380,51300,2026-01-01 16:18:14,미용 서비스 결제,광주-남구 미용실,False,0,False,APPROVED,False,생활,OFFLINE
73,1033058820355138758,27300,2026-01-01 16:54:45,약국 결제,강원-원주시 동네약국,False,0,False,APPROVED,False,의료,ONLINE
74,791816726429770876,13900,2026-01-01 17:02:21,모임/사교 지출,친구와카페,False,0,False,APPROVED,False,사교,OFFLINE
75,706279411481482307,72600,2026-01-01 17:08:04,온라인 쇼핑 결제,네이버페이,False,0,False,APPROVED,False,쇼핑,OFFLINE
76,805608170874635372,15500,2026-01-01 17:21:39,온라인 쇼핑 결제,11번가,False,0,False,APPROVED,False,쇼핑,ONLINE
77,395497058824713291,2600,2026-01-01 17:23:06,모임/사교 지출,모임회비,False,0,False,APPROVED,False,사교,OFFLINE
78,805608170874635372,15500,2026-01-01 17:34:18,생활 쇼핑 결제,롯데백화점,False,0,False,APPROVED,False,쇼핑,ONLINE
79,573215787516146756,19200,2026-01-01 17:37:42,학습비 결제,학원비,False,0,False,APPROVED,False,교육,ONLINE
